2017-07-10 20:27:49,476 - root - INFO - ############################### START ###############################
2017-07-10 20:27:55,032 - root - INFO - SUCCESS    Set browser window maximized, Spend 1.311999797821045 seconds
2017-07-10 20:29:03,189 - root - INFO - SUCCESS    Clicked element: <css selector->input[class = 'btn_com btn_blue login_btn_submit sy_in']>, Spend 0.25099992752075195 seconds
2017-07-10 20:29:04,723 - root - INFO - SUCCESS    Clear and type element: <css selector->input[placeholder = '请输入旧密码']> content: , Spend 1.5319998264312744 seconds
2017-07-10 20:29:05,008 - root - INFO - SUCCESS    Clear and type element: <css selector->input[id = 'newPassword1']> content: 123456, Spend 0.28299999237060547 seconds
2017-07-10 20:29:05,275 - root - INFO - SUCCESS    Clear and type element: <css selector->input[id = 'newPassword2']> content: 123456, Spend 0.2669999599456787 seconds
2017-07-10 20:29:05,521 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'btn_com   btn_submit_p']>, Spend 0.24399995803833008 seconds
2017-07-10 20:29:05,637 - root - INFO - SUCCESS    positioned to element: <xpath->//div[2]/div[2]/div/div[1]/div[1]/form/div[1]/span[2]> , Spend 0.11500000953674316 seconds
2017-07-10 20:29:05,638 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:29:06,226 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a3_1.jpg, Spend 0.5880000591278076 seconds
2017-07-10 20:29:07,124 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/fund/trader/password, Spend 0.8959999084472656 seconds
2017-07-10 20:29:07,388 - root - INFO - SUCCESS    Clear and type element: <css selector->input[placeholder = '请输入旧密码']> content: 12345678, Spend 0.2630000114440918 seconds
2017-07-10 20:29:07,603 - root - INFO - SUCCESS    Clear and type element: <css selector->input[id = 'newPassword1']> content: , Spend 0.21399998664855957 seconds
2017-07-10 20:29:07,839 - root - INFO - SUCCESS    Clear and type element: <css selector->input[id = 'newPassword2']> content: 123456, Spend 0.23400020599365234 seconds
2017-07-10 20:29:08,041 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'btn_com   btn_submit_p']>, Spend 0.20000004768371582 seconds
2017-07-10 20:29:08,153 - root - INFO - SUCCESS    positioned to element: <xpath->//div[2]/div[2]/div/div[1]/div[1]/form/div[2]/span[2]> , Spend 0.1119999885559082 seconds
2017-07-10 20:29:08,154 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:29:08,778 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a3_2.jpg, Spend 0.621999979019165 seconds
2017-07-10 20:29:09,298 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/fund/trader/password, Spend 0.5190000534057617 seconds
2017-07-10 20:29:09,566 - root - INFO - SUCCESS    Clear and type element: <css selector->input[placeholder = '请输入旧密码']> content: 12345678, Spend 0.26800012588500977 seconds
2017-07-10 20:29:09,879 - root - INFO - SUCCESS    Clear and type element: <css selector->input[id = 'newPassword1']> content: 123456, Spend 0.312000036239624 seconds
2017-07-10 20:29:10,164 - root - INFO - SUCCESS    Clear and type element: <css selector->input[id = 'newPassword2']> content: , Spend 0.28299999237060547 seconds
2017-07-10 20:29:10,363 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'btn_com   btn_submit_p']>, Spend 0.19899988174438477 seconds
2017-07-10 20:29:10,456 - root - INFO - SUCCESS    positioned to element: <xpath->//div[2]/div[2]/div/div[1]/div[1]/form/div[3]/span[2]> , Spend 0.09199976921081543 seconds
2017-07-10 20:29:10,457 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:29:10,822 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a3_3.jpg, Spend 0.36500000953674316 seconds
2017-07-10 20:29:13,864 - root - INFO - ###############################  End  ###############################
2017-07-10 20:29:13,865 - root - INFO - ############################### START ###############################
2017-07-10 20:29:18,777 - root - INFO - SUCCESS    Set browser window maximized, Spend 1.2209999561309814 seconds
2017-07-10 20:29:19,692 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 0.9140000343322754 seconds
2017-07-10 20:29:20,160 - root - INFO - SUCCESS    Clear and type element: <id->username> content: 15868147450, Spend 0.46700000762939453 seconds
2017-07-10 20:29:20,464 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 12345678, Spend 0.30299997329711914 seconds
2017-07-10 20:29:20,745 - root - INFO - SUCCESS    Clicked element: <css selector->input[class = 'btn_com btn_blue login_btn_submit sy_in']>, Spend 0.2799999713897705 seconds
2017-07-10 20:29:26,273 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: , Spend 5.526000022888184 seconds
2017-07-10 20:29:26,647 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.372999906539917 seconds
2017-07-10 20:29:27,044 - root - INFO - SUCCESS    Clicked element: <xpath->//form/div[1]/div/div[3]/div[2]/div/span[2]/span>, Spend 0.3959999084472656 seconds
2017-07-10 20:29:27,337 - root - INFO - SUCCESS    Clicked element: <css selector->label[class = 'btn_select_file']>, Spend 0.29200005531311035 seconds
2017-07-10 20:29:30,260 - root - INFO - SUCCESS    Clicked element: <css selector->div[class = 'submit btn_com btn_blue cropper_upload w140']>, Spend 0.252000093460083 seconds
2017-07-10 20:29:30,545 - root - INFO - 【FAIL】    Unable to click element: <id->areaOut1>, Spend 0.28299999237060547 seconds
2017-07-10 20:29:32,512 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.7020001411437988 seconds
2017-07-10 20:29:32,935 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里云, Spend 0.42100000381469727 seconds
2017-07-10 20:29:33,314 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.377000093460083 seconds
2017-07-10 20:29:33,566 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.252000093460083 seconds
2017-07-10 20:29:33,936 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.3689999580383301 seconds
2017-07-10 20:29:34,203 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.26600003242492676 seconds
2017-07-10 20:29:34,563 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.3580000400543213 seconds
2017-07-10 20:29:34,810 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.24600005149841309 seconds
2017-07-10 20:29:35,098 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.2870001792907715 seconds
2017-07-10 20:29:35,545 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.44499993324279785 seconds
2017-07-10 20:29:35,891 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.34599995613098145 seconds
2017-07-10 20:29:36,211 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.31800007820129395 seconds
2017-07-10 20:29:36,520 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.30900001525878906 seconds
2017-07-10 20:29:36,946 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.4240000247955322 seconds
2017-07-10 20:29:37,333 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.38700008392333984 seconds
2017-07-10 20:29:37,577 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.24200010299682617 seconds
2017-07-10 20:29:37,692 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[1]/span[1]> , Spend 0.11299991607666016 seconds
2017-07-10 20:29:37,693 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:29:37,961 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_2.jpg, Spend 0.2669999599456787 seconds
2017-07-10 20:29:39,225 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.2620000839233398 seconds
2017-07-10 20:29:39,545 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 多少分干活多哈都是对的风好大服用方法杀得好, Spend 0.32000017166137695 seconds
2017-07-10 20:29:39,897 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.3510000705718994 seconds
2017-07-10 20:29:40,113 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.21499991416931152 seconds
2017-07-10 20:29:40,478 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.36299991607666016 seconds
2017-07-10 20:29:40,742 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.26200008392333984 seconds
2017-07-10 20:29:41,029 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.2870001792907715 seconds
2017-07-10 20:29:41,248 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.21799993515014648 seconds
2017-07-10 20:29:41,506 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.2559998035430908 seconds
2017-07-10 20:29:41,840 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.33299994468688965 seconds
2017-07-10 20:29:42,138 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.2970001697540283 seconds
2017-07-10 20:29:42,471 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.33299994468688965 seconds
2017-07-10 20:29:42,773 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.3000001907348633 seconds
2017-07-10 20:29:43,190 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.4159998893737793 seconds
2017-07-10 20:29:43,556 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.36500000953674316 seconds
2017-07-10 20:29:43,773 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.21700000762939453 seconds
2017-07-10 20:29:43,884 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[1]/span[1]> , Spend 0.10899996757507324 seconds
2017-07-10 20:29:43,885 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:29:44,192 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_3.jpg, Spend 0.30699992179870605 seconds
2017-07-10 20:29:45,130 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 0.9369997978210449 seconds
2017-07-10 20:29:45,365 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.2350001335144043 seconds
2017-07-10 20:29:45,646 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: , Spend 0.2799999713897705 seconds
2017-07-10 20:29:45,799 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.15199995040893555 seconds
2017-07-10 20:29:46,056 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.25500011444091797 seconds
2017-07-10 20:29:46,231 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.17400002479553223 seconds
2017-07-10 20:29:46,444 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.21300005912780762 seconds
